"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"FLWS","1-800 FLOWERS.COM, Inc.","3.13","84913770","1999","Consumer Services","Other Specialty Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FLWS&selected=FLWS",
"FCTY","1st Century Bancshares, Inc","4","37204000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCTY&selected=FCTY",
"FCCY","1st Constitution Bancorp (NJ)","8","38400000","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FCCY&selected=FCCY",
"SRCE","1st Source Corporation","20.11","504218030","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SRCE&selected=SRCE",
"FUBC","1st United Bancorp, Inc. (FL)","6.52","194348160","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FUBC&selected=FUBC",
"TCHC","21st Century Holding Company","2.93","23281780","1998","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TCHC&selected=TCHC",
"VNET","21Vianet Group, Inc.","14.59","167785000","n/a","Technology","Computer Software: Programming, Data Processing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VNET&selected=VNET",
"TDSC","3D Systems Corporation","38.86","910839540","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TDSC&selected=TDSC",
"SSRX","3SBio Inc.","18.92","419475320","2007","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SSRX&selected=SSRX",
"JOBS","51job, Inc.","55.5","1570150500","2004","Technology","Diversified Commercial Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JOBS&selected=JOBS",
"EGHT","8x8 Inc","2.87","179194190","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EGHT&selected=EGHT",
"SHLM","A. Schulman, Inc.","24.01","756122920","1972","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=SHLM&selected=SHLM",
"ACMR","A.C. Moore Arts & Crafts, Inc.","2.67","67035690","1997","Consumer Services","Recreational Products/Toys","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACMR&selected=ACMR",
"AONE","A123 Systems, Inc.","5.63","591949460","2009","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AONE&selected=AONE",
"AAON","AAON, Inc.","31.5","519529500","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AAON&selected=AAON",
"ASTM","Aastrom Biosciences, Inc.","2.74","105810580","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASTM&selected=ASTM",
"ABAX","ABAXIS, Inc.","28.2","635007600","1992","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABAX&selected=ABAX",
"ABBC","Abington Bancorp, Inc.","12.03","242609010","n/a","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABBC&selected=ABBC",
"ABMD","ABIOMED, Inc.","16.59","627981270","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABMD&selected=ABMD",
"AXAS","Abraxas Petroleum Corporation","4.19","383644780","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AXAS&selected=AXAS",
"ACTG","Acacia Research Corporation","38.95","1635471550","n/a","Miscellaneous","Multi-Sector Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACTG&selected=ACTG",
"ACAD","ACADIA Pharmaceuticals Inc.","2.28","118382160","1985","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACAD&selected=ACAD",
"ACCL","Accelrys, Inc.","7.26","402196740","1995","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACCL&selected=ACCL",
"ANCX","Access National Corporation","7.68","79365120","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANCX&selected=ANCX",
"ARAY","Accuray Incorporated","8.83","546682960","2007","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARAY&selected=ARAY",
"ACRX","AcelRx Pharmaceuticals, Inc.","3.2","51632000","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACRX&selected=ACRX",
"ACET","Aceto Corporation","7.32","194851080","n/a","Consumer Durables","Specialty Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACET&selected=ACET",
"ACHN","Achillion Pharmaceuticals, Inc.","4.91","286694900","2006","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACHN&selected=ACHN",
"ACIW","ACI Worldwide, Inc.","31.2","1038117600","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACIW&selected=ACIW",
"APKT","Acme Packet, Inc.","74.59","4906753970","2006","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APKT&selected=APKT",
"ACNB","ACNB Corporation","15.6","92476800","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACNB&selected=ACNB",
"ACOR","Acorda Therapeutics, Inc.","27.16","1061412800","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACOR&selected=ACOR",
"ACFN","Acorn Energy, Inc.","3.92","67984560","n/a","Consumer Services","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACFN&selected=ACFN",
"ACTS","Actions Semiconductor Co., Ltd.","2.31","164666040","2005","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACTS&selected=ACTS",
"ACPW","Active Power, Inc.","2.16","172260000","2000","Public Utilities","Electric Utilities: Central","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACPW&selected=ACPW",
"ATVI","Activision Blizzard, Inc","11.32","13383070000","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATVI&selected=ATVI",
"BIRT","Actuate Corporation","5.36","246549280","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BIRT&selected=BIRT",
"ACUR","Acura Pharmaceuticals, Inc.","4.54","202665600","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACUR&selected=ACUR",
"ACXM","Acxiom Corporation","14.38","1155375480","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACXM&selected=ACXM",
"ADES","ADA-ES, Inc.","10.49","79786940","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADES&selected=ADES",
"ADGF","Adams Golf, Inc.","7.41","56567940","n/a","Consumer Non-Durables","Recreational Products/Toys","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADGF&selected=ADGF",
"ADUS","Addus HomeCare Corporation","5.84","62785840","2009","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADUS&selected=ADUS",
"AEY","ADDvantage Technologies Group, Inc.","3.08","31243520","n/a","Consumer Services","Office Equipment/Supplies/Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AEY&selected=AEY",
"ADEP","Adept Technology, Inc.","3.57","34643280","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADEP&selected=ADEP",
"ADBE","Adobe Systems Incorporated","33.22","16813073860","1986","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADBE&selected=ADBE",
"ADLR","Adolor Corporation","1.46","67784880","2000","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADLR&selected=ADLR",
"ADTN","ADTRAN, Inc.","40.37","2605520170","1994","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADTN&selected=ADTN",
"AATI","Advanced Analogic Technologies, Inc.","3.94","167639120","1986","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AATI&selected=AATI",
"ABAT","Advanced Battery Technologies, Inc.","1.57","120010800","n/a","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABAT&selected=ABAT",
"AEIS","Advanced Energy Industries, Inc.","14.62","635253620","1995","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AEIS&selected=AEIS",
"ADVS","Advent Software, Inc.","26.14","1368167600","1995","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADVS&selected=ADVS",
"AVCA","Advocat, Inc.","6.28","36072320","n/a","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AVCA&selected=AVCA",
"AEGR","Aegerion Pharmaceuticals, Inc.","18.45","324775350","2010","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AEGR&selected=AEGR",
"AEHR","Aehr Test Systems","1.54","13593580","1997","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AEHR&selected=AEHR",
"AEPI","AEP Industries Inc.","28.81","176806970","1986","Capital Goods","Specialty Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AEPI&selected=AEPI",
"AVAV","AeroVironment, Inc.","28.9","630684700","2007","Capital Goods","Aerospace","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AVAV&selected=AVAV",
"AEZS","AEterna Zentaris, Inc.","2.29","197546850","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AEZS&selected=AEZS",
"ATRM","Aetrium Incorporated","1.73","18651130","1993","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATRM&selected=ATRM",
"AFCE","AFC Enterprises, Inc.","15.32","393907840","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFCE&selected=AFCE",
"AFFM","Affirmative Insurance Holdings, Inc.","2.46","37903680","2004","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFFM&selected=AFFM",
"AFFY","Affymax, Inc.","6.21","218573370","2006","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFFY&selected=AFFY",
"AFFX","Affymetrix, Inc.","5.65","398551000","1996","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFFX&selected=AFFX",
"AGEN","Agenus Inc.","0.9175","103360045","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AGEN&selected=AGEN",
"FEED","AgFeed Industries, Inc.","1.54","85898120","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FEED&selected=FEED",
"AGYS","Agilysys, Inc.","4.91","113185320","n/a","Consumer Non-Durables","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AGYS&selected=AGYS",
"AIRM","Air Methods Corporation","64.07","807410140","n/a","Transportation","Transportation Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AIRM&selected=AIRM",
"AIRT","Air T, Inc.","9.4261","22914849.1","n/a","Transportation","Air Freight/Delivery Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AIRT&selected=AIRT",
"ATSG","Air Transport Services Group, Inc","7.66","488524160","n/a","Transportation","Air Freight/Delivery Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATSG&selected=ATSG",
"AMCN","AirMedia Group Inc","4.71","308924190","1995","Technology","Advertising","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMCN&selected=AMCN",
"AIXG","Aixtron SE","40.97","4145344600","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AIXG&selected=AIXG",
"AKAM","Akamai Technologies, Inc.","34.35","6409710000","1999","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AKAM&selected=AKAM",
"AKRX","Akorn, Inc.","6.16","577949680","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AKRX&selected=AKRX",
"ALAN","Alanco Technologies Inc.","1.03","5700020","n/a","Technology","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALAN&selected=ALAN",
"ALSK","Alaska Communications Systems Group, Inc.","8.94","399877260","1999","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALSK&selected=ALSK",
"AMRI","Albany Molecular Research, Inc.","5.34","161567040","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMRI&selected=AMRI",
"ALXN","Alexion Pharmaceuticals, Inc.","95.06","8679833540","1996","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALXN&selected=ALXN",
"ALXA","Alexza Pharmaceuticals, Inc.","1.45","86660700","2006","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALXA&selected=ALXA",
"ALCO","Alico, Inc.","25.03","184370980","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALCO&selected=ALCO",
"ALGN","Align Technology, Inc.","23.95","1841228100","2001","Health Care","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALGN&selected=ALGN",
"ALIM","Alimera Sciences, Inc.","8.07","252235920","2010","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALIM&selected=ALIM",
"ALKS","Alkermes, Inc.","13.82","1317598800","1991","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALKS&selected=ALKS",
"ALGT","Allegiant Travel Company","44.97","854744790","2006","Transportation","Air Freight/Delivery Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALGT&selected=ALGT",
"ALLB","Alliance Bancorp, Inc. of Pennsylvania","11.07","60597180","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALLB&selected=ALLB",
"ABVA","Alliance Bankshares Corporation","6.4","32684800","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABVA&selected=ABVA",
"AFOP","Alliance Fiber Optic Products, Inc.","9.63","85090680","2000","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFOP&selected=AFOP",
"ALNC","Alliance Financial Corporation","31.36","148803200","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALNC&selected=ALNC",
"AHGP","Alliance Holdings GP, L.P.","49.77","2979381510","2006","Energy","Coal Mining","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AHGP&selected=AHGP",
"ARLP","Alliance Resource Partners, L.P.","74.91","2750470470","1999","Energy","Coal Mining","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARLP&selected=ARLP",
"AHCI","Allied HealthCare International Inc.","2.6","113284600","n/a","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AHCI&selected=AHCI",
"AHPI","Allied Healthcare Products, Inc.","4.235","34354320","1992","Health Care","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AHPI&selected=AHPI",
"AMOT","Allied Motion Technologies, Inc.","7.72","64986960","n/a","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMOT&selected=AMOT",
"ALTH","Allos Therapeutics, Inc.","2.84","299202520","2000","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALTH&selected=ALTH",
"ALLT","Allot Communications Ltd.","15.43","354087640","2006","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALLT&selected=ALLT",
"MDRX","Allscripts Healthcare Solutions, Inc.","21.43","4009617290","1999","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MDRX&selected=MDRX",
"AFAM","Almost Family Inc","32.54","304151380","n/a","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AFAM&selected=AFAM",
"ALNY","Alnylam Pharmaceuticals, Inc.","9.7","410736800","2004","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALNY&selected=ALNY",
"AOSL","Alpha and Omega Semiconductor Limited","13.4","296501800","2010","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AOSL&selected=AOSL",
"ATEC","Alphatec Holdings, Inc.","2.95","262673900","2006","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATEC&selected=ATEC",
"ALTI","Altair Nanotechnologies Inc.","1.37","37011920","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALTI&selected=ALTI",
"ALTR","Altera Corporation","47.35","15150153350","1988","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALTR&selected=ALTR",
"ALTE","Alterra Capital Holdings Ltd","21.64","2275467640","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALTE&selected=ALTE",
"ASPS","Altisource Portfolio Solutions S.A.","32.48","807582720","n/a","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASPS&selected=ASPS",
"APSA","Alto Palermo S.A.","14.754","288470208","n/a","Consumer Services","Building operators","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APSA&selected=APSA",
"AIMC","Altra Holdings, Inc.","25.18","676485880","2006","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AIMC&selected=AIMC",
"ALVR","Alvarion Ltd.","1.69","105030120","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALVR&selected=ALVR",
"AMAG","AMAG Pharmaceuticals, Inc.","16.11","340517070","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMAG&selected=AMAG",
"AMRN","Amarin Corporation PLC","15.63","1669862310","1995","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMRN&selected=AMRN",
"AMZN","Amazon.com, Inc.","199.97","90187269880","1997","Consumer Services","Catalog/Specialty Distribution","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMZN&selected=AMZN",
"EPAX","Ambassadors Group, Inc.","9.76","175680000","n/a","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EPAX&selected=EPAX",
"AMED","Amedisys Inc","33.08","975496120","1987","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMED&selected=AMED",
"UHAL","Amerco","98.75","1936290000","n/a","Consumer Services","Rental/Leasing Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UHAL&selected=UHAL",
"ASBI","Ameriana Bancorp","5.01","14974890","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASBI&selected=ASBI",
"ATAX","America First Tax Exempt Investors, L.P.","5.7","171701100","n/a","Finance","Finance: Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATAX&selected=ATAX",
"AMOV","America Movil, S.A.B. de C.V.","52.7","1188385000","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMOV&selected=AMOV",
"ASGR","America Service Group Inc.","25.78","239650880","1991","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASGR&selected=ASGR",
"AGNC","American Capital Agency Corp.","29.24","3624765840","1983","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AGNC&selected=AGNC",
"ACAS","American Capital, Ltd.","10.55","3717218650","1997","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ACAS&selected=ACAS",
"ANCI","American Caresource Holdings Inc","1.66","28090520","n/a","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANCI&selected=ANCI",
"ADPI","American Dental Partners, Inc.","13.06","201319900","1998","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADPI&selected=ADPI",
"AETI","American Electric Technologies, Inc.","3.15","24421950","n/a","Capital Goods","Building Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AETI&selected=AETI",
"AMIC","American Independence Corp.","5.05","42990650","n/a","Finance","Accident &Health Insurance","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMIC&selected=AMIC",
"ALRN","American Learning Corporation","2.1001","9985975.5","1984","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ALRN&selected=ALRN",
"AMAC","American Medical Alert Corp.","5.4","51678000","n/a","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMAC&selected=AMAC",
"AMMD","American Medical Systems Holdings, Inc.","29.74","2284388880","2000","Health Care","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMMD&selected=AMMD",
"AMNB","American National Bankshares, Inc.","21.9","134750700","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMNB&selected=AMNB",
"ANAT","American National Insurance Company","79.43","2130392030","n/a","Finance","Life Insurance","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ANAT&selected=ANAT",
"APFC","American Pacific Corporation","6.13","46238590","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APFC&selected=APFC",
"APEI","American Public Education, Inc.","42.81","797593110","2007","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=APEI&selected=APEI",
"ARII","American Railcar Industries, Inc.","24.76","528675520","2006","Capital Goods","Railroads","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARII&selected=ARII",
"AMRB","American River Bankshares","6.19","61126250","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMRB&selected=AMRB",
"ASEI","American Science and Engineering, Inc.","85.46","775891340","n/a","Health Care","Medical Electronics","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASEI&selected=ASEI",
"AMSWA","American Software, Inc.","7.16","165804120","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMSWA&selected=AMSWA",
"AMSC","American Superconductor Corporation","11.37","576481740","1991","Consumer Durables","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMSC&selected=AMSC",
"AMWD","American Woodmark Corporation","19.5","278460000","1986","Basic Industries","Forest Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMWD&selected=AMWD",
"CRMT","America's Car-Mart, Inc.","24.9","264014700","n/a","Consumer Durables","Automotive Aftermarket","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRMT&selected=CRMT",
"ARGN","Amerigon Incorporated","17.27","380613530","n/a","Capital Goods","Auto Parts:O.E.M.","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ARGN&selected=ARGN",
"ABCB","Ameris Bancorp","9.35","221108800","1994","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABCB&selected=ABCB",
"AMSF","AMERISAFE, Inc.","22.42","407954320","2005","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMSF&selected=AMSF",
"ASRV","AmeriServ Financial Inc.","2.3401","49628840.8","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASRV&selected=ASRV",
"ASRVP","AmeriServ Financial Inc.","25.5","12265500","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASRVP&selected=ASRVP",
"ASCA","Ameristar Casinos, Inc.","20.67","1206218520","1993","Consumer Services","Hotels/Resorts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASCA&selected=ASCA",
"AMTC","Ameritrans Capital Corporation","1.2","4075200","1989","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMTC&selected=AMTC",
"AMTCP","Ameritrans Capital Corporation","10.5","3150000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMTCP&selected=AMTCP",
"ATLO","Ames National Corporation","17.21","162341930","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ATLO&selected=ATLO",
"AMGN","Amgen Inc.","57.68","53783889040","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMGN&selected=AMGN",
"FOLD","Amicus Therapeutics, Inc.","7.35","253641150","2007","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FOLD&selected=FOLD",
"AMKR","Amkor Technology, Inc.","6.49","1279763100","1998","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMKR&selected=AMKR",
"AMPL","Ampal-American Israel Corporation","1.21","67922140","n/a","Finance","Finance/Investors Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMPL&selected=AMPL",
"AMSG","Amsurg Corp.","26.4","826452000","n/a","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=AMSG&selected=AMSG",
"ASYS","Amtech Systems, Inc.","20.16","189745920","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ASYS&selected=ASYS",
