"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TZYM","Tranzyme, Inc.","4.08","96732720","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TZYM&selected=TZYM",
"TZOO","Travelzoo Inc","75.03","1233793320","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TZOO&selected=TZOO",
"TREE","Tree.com, Inc.","5.15","56490350","1994","Finance","Finance: Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TREE&selected=TREE",
"TCBK","TriCo Bancshares","15.24","241706400","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TCBK&selected=TCBK",
"TRID","Trident Microsystems, Inc.","0.87","155027910","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRID&selected=TRID",
"TRS","TriMas Corporation","22","749452000","1986","Capital Goods","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRS&selected=TRS",
"TRMB","Trimble Navigation Limited","40.49","4862282140","1990","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRMB&selected=TRMB",
"TRMS","Trimeris, Inc.","2.46","54907200","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRMS&selected=TRMS",
"TRIB","Trinity Biotech plc","9.0101","189779736.3","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRIB&selected=TRIB",
"TQNT","TriQuint Semiconductor, Inc.","12.63","1965442710","1993","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TQNT&selected=TQNT",
"TRIT","Tri-Tech Holding Inc.","9.99","81158760","2009","Consumer Services","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRIT&selected=TRIT",
"TSRX","Trius Therapeutics, Inc.","5.71","135092890","2010","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TSRX&selected=TSRX",
"TRLG","True Religion Apparel, Inc.","28.16","708336640","n/a","Consumer Non-Durables","Apparel","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRLG&selected=TRLG",
"TBOW","Trunkbow International Holdings Ltd.","4.2","153182400","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TBOW&selected=TBOW",
"TRST","TrustCo Bank Corp NY","5.77","445040100","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRST&selected=TRST",
"TRMK","Trustmark Corporation","23.29","1488883120","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRMK&selected=TRMK",
"TSRI","TSR, Inc.","4.9199","9933278.1","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TSRI&selected=TSRI",
"TTMI","TTM Technologies, Inc.","17.5","1413685000","2000","Technology","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TTMI&selected=TTMI",
"TUES","Tuesday Morning Corp.","4.89","210622080","1991","Consumer Services","Department/Specialty Retail Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TUES&selected=TUES",
"TFCO","Tufco Technologies, Inc.","3.35","14435150","1994","Consumer Durables","Containers/Packaging","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TFCO&selected=TFCO",
"TWTC","tw telecom inc.","22.11","3328726830","1999","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TWTC&selected=TWTC",
"TWIN","Twin Disc, Incorporated","31.1","352642900","1990","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TWIN&selected=TWIN",
"USCR","U S Concrete, Inc.","9.74","116334560","n/a","Capital Goods","Building Materials","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USCR&selected=USCR",
"PRTS","U.S. Auto Parts Network, Inc.","6.62","201572380","2000","Consumer Services","Other Specialty Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=PRTS&selected=PRTS",
"USEG","U.S. Energy Corp.","5.05","137339800","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USEG&selected=USEG",
"GROW","U.S. Global Investors, Inc.","9.54","127082340","n/a","Finance","Investment Managers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GROW&selected=GROW",
"USHS","U.S. Home Systems, Inc.","5.29","37897560","n/a","Basic Industries","Engineering & Construction","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USHS&selected=USHS",
"USPH","U.S. Physical Therapy, Inc.","23.19","273386910","1992","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USPH&selected=USPH",
"UFPT","UFP Technologies, Inc.","17.26","110153320","1993","Capital Goods","Containers/Packaging","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UFPT&selected=UFPT",
"ULTA","Ulta Salon, Cosmetics & Fragrance, Inc.","53.07","3155329920","2007","Consumer Services","Other Specialty Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ULTA&selected=ULTA",
"UCTT","Ultra Clean Holdings, Inc.","11","248743000","2004","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UCTT&selected=UCTT",
"ULBI","Ultralife Corporation","4.37","75561670","1992","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ULBI&selected=ULBI",
"ULTR","Ultrapetrol (Bahamas) Limited","5.24","156906560","2006","Transportation","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ULTR&selected=ULTR",
"UTEK","Ultratech, Inc.","29.87","749169470","1993","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UTEK&selected=UTEK",
"UMBF","UMB Financial Corporation","41.5","1682327000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UMBF&selected=UMBF",
"UMPQ","Umpqua Holdings Corporation","11.35","1300505700","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UMPQ&selected=UMPQ",
"UNAM","Unico American Corporation","9.6","51043200","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UNAM&selected=UNAM",
"UNFY","Unify Corporation","2.7799","40522602.3","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UNFY&selected=UNFY",
"UNIS","Unilife Corporation","5.23","332193910","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UNIS&selected=UNIS",
"UNB","Union Bankshares, Inc.","19.5","86892000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UNB&selected=UNB",
"UDRL","Union Drilling, Inc.","11.71","271461220","2005","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UDRL&selected=UDRL",
"UBSH","Union First Market Bankshares Corporation","12.42","323081460","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UBSH&selected=UBSH",
"UNXL","Uni-Pixel, Inc.","7.19","51279080","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UNXL&selected=UNXL",
"UBCP","United Bancorp, Inc.","8.73","45893610","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UBCP&selected=UBCP",
"UBOH","United Bancshares, Inc.","8.79","30281550","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UBOH&selected=UBOH",
"UBSI","United Bankshares, Inc.","25.46","1110667040","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UBSI&selected=UBSI",
"UCBA","United Community Bancorp","7.38","57903480","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UCBA&selected=UCBA",
"UCBI","United Community Banks, Inc.","2.34","244567440","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UCBI&selected=UCBI",
"UCFC","United Community Financial Corp.","1.39","43021890","1986","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UCFC&selected=UCFC",
"UBNK","United Financial Bancorp, Inc.","15.9","256133100","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UBNK&selected=UBNK",
"UFCS","United Fire & Casualty Company","19.15","501653400","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UFCS&selected=UFCS",
"UNFI","United Natural Foods, Inc.","40.99","1982563330","1996","Consumer Non-Durables","Food Distributors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UNFI&selected=UNFI",
"UNTD","United Online, Inc.","6.41","564144100","n/a","Technology","Computer Software: Programming, Data Processing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UNTD&selected=UNTD",
"UBFO","United Security Bancshares","3.4999","45967686.6","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UBFO&selected=UBFO",
"USBI","United Security Bancshares, Inc.","7.07","42646240","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USBI&selected=USBI",
"USLM","United States Lime & Minerals, Inc.","40.72","260933760","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USLM&selected=USLM",
"USTR","United Stationers Inc.","70.2","1625551200","1981","Consumer Services","Paper","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USTR&selected=USTR",
"UTHR","United Therapeutics Corporation","66.94","3866052760","1999","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UTHR&selected=UTHR",
"UG","United-Guardian, Inc.","14.0499","64573340.4","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UG&selected=UG",
"UNTK","UniTek Global Services, Inc.","9.91","147946390","2010","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UNTK&selected=UNTK",
"UNTY","Unity Bancorp, Inc.","6.821","49261262","1989","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UNTY&selected=UNTY",
"UBPSU","Universal Business Payment Solutions Acquisition Corporation","n/a","0","n/a","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UBPSU&selected=UBPSU",
"PANL","Universal Display Corporation","51.63","2334502080","1996","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=PANL&selected=PANL",
"UEIC","Universal Electronics Inc.","27.03","404909400","1993","Consumer Non-Durables","Consumer Electronics/Appliances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UEIC&selected=UEIC",
"UFPI","Universal Forest Products, Inc.","31.88","622201960","1993","Basic Industries","Forest Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UFPI&selected=UFPI",
"USAP","Universal Stainless & Alloy Products, Inc.","35.49","244206690","1994","Basic Industries","Steel/Iron Ore","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USAP&selected=USAP",
"UACL","Universal Truckload Services, Inc.","16.16","252451520","2005","Transportation","Trucking Freight/Courier Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UACL&selected=UACL",
"UVSP","Univest Corporation of Pennsylvania","15.97","267353770","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UVSP&selected=UVSP",
"URRE","Uranium Resources, Inc.","1.71","158152770","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=URRE&selected=URRE",
"URBN","Urban Outfitters, Inc.","32.12","5269093280","1993","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=URBN&selected=URBN",
"ULGX","Urologix, Inc.","0.8","11660000","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ULGX&selected=ULGX",
"UPI","Uroplasty, Inc.","6.67","137628780","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UPI&selected=UPI",
"ECOL","US Ecology, Inc.","16.89","309272790","n/a","Public Utilities","Environmental Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ECOL&selected=ECOL",
"USMO","USA Mobility, Inc.","15.11","333885670","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USMO&selected=USMO",
"USAT","USA Technologies, Inc.","2.59","67368490","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USAT&selected=USAT",
"USATP","USA Technologies, Inc.","18.5","8214000","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USATP&selected=USATP",
"USATW","USA Technologies, Inc.","0.7","5100200","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USATW&selected=USATW",
"USATZ","USA Technologies, Inc.","1.55","5166150","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USATZ&selected=USATZ",
"USAK","USA Truck, Inc.","12.25","128612750","1992","Transportation","Trucking Freight/Courier Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=USAK&selected=USAK",
"UTMD","Utah Medical Products, Inc.","27.57","99803400","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UTMD&selected=UTMD",
"UTIW","UTi Worldwide Inc.","21.59","2205116240","2000","Transportation","Oil Refining/Marketing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UTIW&selected=UTIW",
"UTSI","UTStarcom, Inc.","2.45","381531150","2000","Consumer Durables","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=UTSI&selected=UTSI",
"VLNC","Valence Technology, Inc.","1.31","199934820","1992","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VLNC&selected=VLNC",
"VYFC","Valley Financial Corporation","5.05","23719850","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VYFC&selected=VYFC",
"VLYWW","Valley National Bancorp","2.66","2436560","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VLYWW&selected=VLYWW",
"VPF","Valpey Fisher Corporation","3.2","13913600","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VPF&selected=VPF",
"VALU","Value Line, Inc.","13.4","133665000","1983","Finance","Investment Managers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VALU&selected=VALU",
"VCLK","ValueClick, Inc.","18.05","1462916400","2000","Technology","Advertising","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VCLK&selected=VCLK",
"VVTV","ValueVision Media, Inc.","6.2","234558400","n/a","Consumer Services","Catalog/Specialty Distribution","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VVTV&selected=VVTV",
"VNDA","Vanda Pharmaceuticals Inc.","7.85","220121850","2006","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VNDA&selected=VNDA",
"VGIT","Vanguard Intermediate -Term Government Bond ETF","61.54","6154000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VGIT&selected=VGIT",
"VCIT","Vanguard Intermediate-Term Corporate Bond ETF","80.61","40305000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VCIT&selected=VCIT",
"VNQI","Vanguard International Equity Index Funds Vanguard Global ex-U.S. Real Estate ETF","51.83","5183000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VNQI&selected=VNQI",
"VCLT","Vanguard Long-Term Corporate Bond ETF","79.434","39717000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VCLT&selected=VCLT",
"VGLT","Vanguard Long-Term Government Bond ETF","60.97","6097000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VGLT&selected=VGLT",
"VMBS","Vanguard Mortgage-Backed Securities ETF","50.8176","43245777.6","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VMBS&selected=VMBS",
"VONE","Vanguard Scottsdale Funds Vanguard Russell 1000 ETF","61.8","6180000","1996","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VONE&selected=VONE",
"VONG","Vanguard Scottsdale Funds Vanguard Russell 1000 Growth ETF","63.19","6319000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VONG&selected=VONG",
"VONV","Vanguard Scottsdale Funds Vanguard Russell 1000 Value ETF","60.62","6062000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VONV&selected=VONV",
"VTWO","Vanguard Scottsdale Funds Vanguard Russell 2000 ETF","65.84","6584000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VTWO&selected=VTWO",
"VTWG","Vanguard Scottsdale Funds Vanguard Russell 2000 Growth ETF","68.329","6832900","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VTWG&selected=VTWG",
"VTWV","Vanguard Scottsdale Funds Vanguard Russell 2000 Value ETF","63.23","6323000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VTWV&selected=VTWV",
"VTHR","Vanguard Scottsdale Funds Vanguard Russell 3000 ETF","62.05","6205000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VTHR&selected=VTHR",
"VGSH","Vanguard Short Term Government Bond ETF","60.69","9103500","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VGSH&selected=VGSH",
"VCSH","Vanguard Short-Term Corporate Bond ETF","78.25","78250000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VCSH&selected=VCSH",
"VXUS","Vanguard STAR Funds Vanguard Total International Stock ETF","52.3629","5236290","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VXUS&selected=VXUS",
"VSEA","Varian Semiconductor Equipment Associates, Inc.","61.36","4608749600","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VSEA&selected=VSEA",
"VDSI","VASCO Data Security International, Inc.","11.08","418181360","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VDSI&selected=VDSI",
"VASC","Vascular Solutions, Inc.","12.64","216257760","2000","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VASC&selected=VASC",
"WOOF","VCA Antech, Inc.","24.4","2103963200","2001","Consumer Non-Durables","Farming/Seeds/Milling","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=WOOF&selected=WOOF",
"VECO","Veeco Instruments Inc.","49.96","2029175360","1994","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VECO&selected=VECO",
"VELT","Velti plc","16.1","818427400","2011","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VELT&selected=VELT",
"VTUS","Ventrus Biosciences, Inc.","19.38","123625020","2010","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VTUS&selected=VTUS",
"VRA","Vera Bradley, Inc.","46.9","1899778300","2010","Consumer Non-Durables","Apparel","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VRA&selected=VRA",
"VRNM","Verenium Corporation","2.95","37205400","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VRNM&selected=VRNM",
"VRGY","Verigy Ltd.","14.49","879876270","2006","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VRGY&selected=VRGY",
"VRNT","Verint Systems Inc.","34.09","1249603040","2002","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VRNT&selected=VRNT",
"VRSN","VeriSign, Inc.","36.21","6280660710","1998","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VRSN&selected=VRSN",
"VRSK","Verisk Analytics, Inc.","33.6","4808395200","2009","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VRSK&selected=VRSK",
"VRML","Vermillion, Inc.","4.01","58778580","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VRML&selected=VRML",
"VSNT","Versant Corporation","12.85","40952950","1996","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VSNT&selected=VSNT",
"VRTX","Vertex Pharmaceuticals Incorporated","55.31","11306083030","1982","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VRTX&selected=VRTX",
"VTRO","Vertro, Inc","3.56","25418400","n/a","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VTRO&selected=VTRO",
"VRTA","Vestin Realty Mortgage I, Inc.","1.15","7381850","1999","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VRTA&selected=VRTA",
"VRTB","Vestin Realty Mortgage II, Inc.","1.3399","17606286","n/a","Consumer Services","Real Estate Investment Trusts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VRTB&selected=VRTB",
"VSAT","ViaSat, Inc.","39.35","1636920650","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VSAT&selected=VSAT",
"VIAS","Viasystems Group, Inc.","23.85","486373050","1995","Technology","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VIAS&selected=VIAS",
"VICL","Vical Incorporated","3.68","263576320","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VICL&selected=VICL",
"VICR","Vicor Corporation","15.82","473919740","1983","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VICR&selected=VICR",
"VIDE","Video Display Corporation","3.7","31031900","1985","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VIDE&selected=VIDE",
"VPFG","ViewPoint Financial Group, Inc.","12.32","429216480","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VPFG&selected=VPFG",
"VBFC","Village Bank and Trust Financial Corp.","2.8999","12289776.2","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VBFC&selected=VBFC",
"VLGEA","Village Super Market, Inc.","27.03","191021010","n/a","Consumer Services","Food Chains","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VLGEA&selected=VLGEA",
"VIMC","Vimicro International Corporation","2.63","97075930","2005","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VIMC&selected=VIMC",
"VIRC","Virco Manufacturing Corporation","3.02","42899100","n/a","Consumer Durables","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VIRC&selected=VIRC",
"VMED","Virgin Media Inc.","30.89","9946888900","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VMED&selected=VMED",
"VCBI","Virginia Commerce Bancorp","5.85","170164800","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VCBI&selected=VCBI",
"VPHM","ViroPharma Incorporated","18.39","1437914100","1996","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VPHM&selected=VPHM",
"VSCP","VirtualScopics, Inc.","2.07","58744530","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VSCP&selected=VSCP",
"VRTS","Virtus Investment Partners, Inc.","53.96","335523280","n/a","Finance","Investment Managers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VRTS&selected=VRTS",
"VRTU","Virtusa Corporation","18","441558000","2007","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VRTU&selected=VRTU",
"VISN","VisionChina Media, Inc.","4.14","423315000","1993","Technology","Advertising","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VISN&selected=VISN",
"VSCI","Vision-Sciences, Inc.","2.8","125190800","1992","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VSCI&selected=VSCI",
"VIST","VIST Financial Corp","7.5","49267500","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VIST&selected=VIST",
"VPRT","Vistaprint N.V.","54.45","2330187750","2005","Miscellaneous","Publishing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VPRT&selected=VPRT",
"VITC","Vitacost.com, Inc.","5.7","158357400","2009","Consumer Services","Catalog/Specialty Distribution","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VITC&selected=VITC",
"VTAL","Vital Images, Inc.","18.67","262593550","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VTAL&selected=VTAL",
"VTSS","Vitesse Semiconductor Corporation","5.02","121689820","1991","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VTSS&selected=VTSS",
"VTNC","Vitran Corporation, Inc.","14.83","242173900","n/a","Transportation","Oil Refining/Marketing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VTNC&selected=VTNC",
"VVUS","Vivus, Inc.","8.02","654175360","1994","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VVUS&selected=VVUS",
